date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:34:58	6063/6063	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:50:09%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/themes_support/api.jquery-e94e010e92e659b566dbc436fdfe5242764380e00398907a14955ba301a4749f.js	C:/My%20Web%20Sites/ITC/cdn.shopify.com/shopifycloud/shopify/assets/themes_support/api.jquery-e94e010e92e659b566dbc436fdfe5242764380e00398907a14955ba301a4749f.js	(from https://itcstore.in/)
13:34:58	9611/9611	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:50:09%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/themes_support/option_selection-fe6b72c2bbdd3369ac0bfefe8648e3c889efca213baefd4cfb0dd9363563831f.js	C:/My%20Web%20Sites/ITC/cdn.shopify.com/shopifycloud/shopify/assets/themes_support/option_selection-fe6b72c2bbdd3369ac0bfefe8648e3c889efca213baefd4cfb0dd9363563831f.js	(from https://itcstore.in/)
13:34:59	51679/51679	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Aug%202021%2008:30:38%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/moment.min.js?v=9630274785427124657	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/moment.mine41e.js	(from https://itcstore.in/)
13:35:00	352483/352483	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:7b6ab12b86c6363f3f80a0950557a751	https://itcstore.in/itcstore.in	C:/My%20Web%20Sites/ITC/itcstore.in/itcstore.in	(from https://itcstore.in/)
13:35:00	22245/22245	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ff9-56e5%22	https://cdnjs.cloudflare.com/ajax/libs/template7/1.4.0/template7.js	C:/My%20Web%20Sites/ITC/cdnjs.cloudflare.com/ajax/libs/template7/1.4.0/template7.js	(from https://itcstore.in/)
13:35:01	350685/350685	---MCZ	200	added ('OK')	text/html	etag:cacheable:7192c00c383e57cbb8e0372506a389be	https://itcstore.in/account/register	C:/My%20Web%20Sites/ITC/itcstore.in/account/register.html	(from https://itcstore.in/)
13:35:01	21178/21178	---M-Z	200	added ('OK')	application/javascript	etag:W/%2252ba-ZqUGSaqfqJhT0Bl+6LMGihr8qKc%22	https://cdn.jsdelivr.net/npm/@searchtap/search-client/lib/index.min.js	C:/My%20Web%20Sites/ITC/cdn.jsdelivr.net/npm/@searchtap/search-client/lib/index.min.js	(from https://itcstore.in/)
13:35:01	380614/380614	---MCZ	200	added ('OK')	text/html	etag:cacheable:ed00defd0f3012aa864f1c4cfaa4192b	https://itcstore.in/cart	C:/My%20Web%20Sites/ITC/itcstore.in/cart.html	(from https://itcstore.in/)
13:35:03	371651/371651	---MCZ	200	added ('OK')	text/html	etag:cacheable:1fe5e93231fc3c779abb713efed8a955	https://itcstore.in/collections/chocolate/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/chocolate/delhi-de5140.html	(from https://itcstore.in/)
13:35:04	371078/371078	---MCZ	200	added ('OK')	text/html	etag:cacheable:a6a69d288e72a74015d7e55f9ea4d9f2	https://itcstore.in/collections/staples/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/staples/delhi-de5140.html	(from https://itcstore.in/)
13:35:05	370139/370139	---MCZ	200	added ('OK')	text/html	etag:cacheable:82939a39b6bff8e4d4159ff126d2d01f	https://itcstore.in/collections/dairy/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/dairy/delhi-de5140.html	(from https://itcstore.in/)
13:35:05	352528/352528	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:799ca3b18ecab317df18fbbfe260f5fb	https://itcstore.in/collections/biscuits-cakes/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/biscuits-cakes/delhi-de5140	(from https://itcstore.in/)
13:35:06	372716/372716	---MCZ	200	added ('OK')	text/html	etag:cacheable:263ad083313feaa324ca0077d9ece413	https://itcstore.in/collections/snacks/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/snacks/delhi-de5140.html	(from https://itcstore.in/)
13:35:07	373715/373715	---MCZ	200	added ('OK')	text/html	etag:cacheable:16c7d7770fc5e95825867bef1c60af4d	https://itcstore.in/collections/noodles-and-pasta/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/noodles-and-pasta/delhi-de5140.html	(from https://itcstore.in/)
13:35:08	926066/926066	---MCZ	200	added ('OK')	text/html	etag:cacheable:c90b91ae86fa95bba6d3fe611368d861	https://itcstore.in/collections/	C:/My%20Web%20Sites/ITC/itcstore.in/collections/index.html	(from https://itcstore.in/)
13:35:08	371302/371302	---MCZ	200	added ('OK')	text/html	etag:cacheable:f40b5e8f68c8ae0fa1bdc50088018f87	https://itcstore.in/collections/frozen-food/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/frozen-food/delhi-de5140.html	(from https://itcstore.in/)
13:35:08	926063/926063	---MCZ	200	added ('OK')	text/html	etag:cacheable:b70c18f17eca3c2224decdaf22caf5fe	https://itcstore.in/products/	C:/My%20Web%20Sites/ITC/itcstore.in/products/index.html	(from https://itcstore.in/)
13:35:09	370246/370246	---MCZ	200	added ('OK')	text/html	etag:cacheable:a2c7a25fadebb7a66b83e72cc9d55660	https://itcstore.in/collections/ready-to-eat/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/ready-to-eat/delhi-de5140.html	(from https://itcstore.in/)
13:35:09	372079/372079	---MCZ	200	added ('OK')	text/html	etag:cacheable:e781d2a34dcef02499c49bcd0630bf2a	https://itcstore.in/collections/beverages/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/beverages/delhi-de5140.html	(from https://itcstore.in/)
13:35:10	370603/370603	---MCZ	200	added ('OK')	text/html	etag:cacheable:909bbbe1a428129ea9a09d029d0e8c29	https://itcstore.in/collections/fragrance/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/fragrance/delhi-de5140.html	(from https://itcstore.in/)
13:35:12	657/657	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:54%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/up-arrow.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/up-arrow.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:13	621/621	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:41%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/remove.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/remove.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:13	737/737	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:29:49%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/add.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/add.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:13	728/728	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:14%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/go-top.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/go-top.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:14	370094/370094	---MCZ	200	added ('OK')	text/html	etag:cacheable:7d682b186878b88593d0e1c48ad74351	https://itcstore.in/collections/shop-all/delhi-de5140	C:/My%20Web%20Sites/ITC/itcstore.in/collections/shop-all/delhi-de5140.html	(from https://itcstore.in/)
13:35:14	3602/3602	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:28%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/itc-no-result.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/itc-no-result.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:14	497/497	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:50%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/st-white-icon.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/st-white-icon.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:14	1155/1155	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:44%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/search.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/search.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:14	709/709	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:06%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/cross.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/cross.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:15	1174/1174	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:48%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/sort.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/sort.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:15	489/489	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:11%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/filter-icon.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/filter-icon.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:16	31000/31000	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/ITC/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:16	928/928	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:35%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/left-arrow.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/left-arrow.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:16	936/936	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:42%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/right-arrow.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/right-arrow.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:16	493/493	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Aug%202021%2008:30:46%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/select-down.svg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/select-down.svg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:17	11248/11248	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Aug%202021%2019:18:08%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/error-bg.jpg	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/error-bg.jpg	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:18	58429/58429	---M--	200	added ('OK')	image/gif	date:Sun,%2022%20Aug%202021%2007:22:48%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/rolling.gif	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/rolling.gif	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/vendor.min.css?v=10723470302034590015)
13:35:18	240/240	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Jul%202021%2009:33:34%20GMT	https://cdn.shopify.com/s/files/1/0173/7644/4470/files/down-arrow.png?2381	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/files/down-arrow7b66.png	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/theme_style.css?v=4249163733727352979)
13:35:23	352483/352483	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:4400804dfd5eec568897aef160655f62	https://itcstore.in/post	C:/My%20Web%20Sites/ITC/itcstore.in/post.ef.delayed	(from http://assets.adobedtm.com/28fd456592e1/d009ce231e19/launch-7cba94a054a7.min.js)
13:35:25	100879/100879	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2001%20Sep%202021%2008:05:26%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/ITC/connect.facebook.net/en_US/fbevents.js	(from http://assets.adobedtm.com/28fd456592e1/d009ce231e19/launch-7cba94a054a7.min.js)
13:35:30	352528/352528	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:799ca3b18ecab317df18fbbfe260f5fb	https://itcstore.in/GET	C:/My%20Web%20Sites/ITC/itcstore.in/GET.f1.delayed	(from http://assets.adobedtm.com/28fd456592e1/d009ce231e19/launch-7cba94a054a7.min.js)
13:35:34	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2010%20Aug%202021%2008:30:13%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/fontawesome-webfont.woff2	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/fontawesome-webfont.woff2	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/theme_style.css?v=4249163733727352979)
13:35:34	77300/77300	---M--	200	added ('OK')	font/woff2	date:Thu,%2026%20Aug%202021%2019:16:57%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/fontawesome-webfont.woff	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/fontawesome-webfont.woff	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/theme_style.css?v=4249163733727352979)
13:35:39	352483/352483	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:3b53e2230bb286d2481b8a93b75f50de	https://itcstore.in/checkouts/	C:/My%20Web%20Sites/ITC/itcstore.in/checkouts/index.html	(from http://assets.adobedtm.com/28fd456592e1/d009ce231e19/launch-7cba94a054a7.min.js)
13:35:40	2095/2095	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:50:09%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/themes_support/shopify_common-8ea6ac3faf357236a97f5de749df4da6e8436ca107bc3a4ee805cbf08bc47392.js	C:/My%20Web%20Sites/ITC/cdn.shopify.com/shopifycloud/shopify/assets/themes_support/shopify_common-8ea6ac3faf357236a97f5de749df4da6e8436ca107bc3a4ee805cbf08bc47392.js	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:41	543/543	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:50:09%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/themes_support/customer_area-4beccea87758d91106a581ba89341d9b51842f6da79209258c8297239e950343.js	C:/My%20Web%20Sites/ITC/cdn.shopify.com/shopifycloud/shopify/assets/themes_support/customer_area-4beccea87758d91106a581ba89341d9b51842f6da79209258c8297239e950343.js	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:45	352483/352483	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:3b53e2230bb286d2481b8a93b75f50de	https://itcstore.in/employeeitcstore.in/account/	C:/My%20Web%20Sites/ITC/itcstore.in/employeeitcstore.in/account/index.html	(from http://assets.adobedtm.com/28fd456592e1/d009ce231e19/launch-7cba94a054a7.min.js)
13:35:46	352483/352483	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:3b53e2230bb286d2481b8a93b75f50de	https://itcstore.in/orders/	C:/My%20Web%20Sites/ITC/itcstore.in/orders/index.html	(from http://assets.adobedtm.com/28fd456592e1/d009ce231e19/launch-7cba94a054a7.min.js)
13:35:46	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2010%20Aug%202021%2008:30:11%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/fontawesome-webfont.ttf	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/fontawesome-webfont.ttf	(from http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/theme_style.css?v=4249163733727352979)
13:35:46	352483/352483	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:aa9bfaaab721edbd4ad050b13235f221	https://itcstore.in/account/POST	C:/My%20Web%20Sites/ITC/itcstore.in/account/POST.f4.delayed	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:46	92/92	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:49%20GMT	https://itcstore.in/pages/sunfeast-wonderz-milk	C:/My%20Web%20Sites/ITC/itcstore.in/pages/sunfeast-wonderz-milk	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:47	67/67	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:49%20GMT	https://itcstore.in/pages/fabelle-cakes-desserts	C:/My%20Web%20Sites/ITC/itcstore.in/pages/fabelle-cakes-desserts	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:48	92/92	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:50%20GMT	https://itcstore.in/pages/sunfeast-wonderz-milk	C:/My%20Web%20Sites/ITC/itcstore.in/pages/sunfeast-wonderz-milk	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:48	67/67	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:50%20GMT	https://itcstore.in/pages/fabelle-cakes-desserts	C:/My%20Web%20Sites/ITC/itcstore.in/pages/fabelle-cakes-desserts	(from https://itcstore.in/account/login?return_url=%2Faccount)
13:35:49	92/92	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:52%20GMT	https://itcstore.in/pages/sunfeast-wonderz-milk	C:/My%20Web%20Sites/ITC/itcstore.in/pages/sunfeast-wonderz-milk	(from https://itcstore.in/account/login)
13:35:50	67/67	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:52%20GMT	https://itcstore.in/pages/fabelle-cakes-desserts	C:/My%20Web%20Sites/ITC/itcstore.in/pages/fabelle-cakes-desserts	(from https://itcstore.in/account/login)
13:35:50	92/92	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:53%20GMT	https://itcstore.in/pages/sunfeast-wonderz-milk	C:/My%20Web%20Sites/ITC/itcstore.in/pages/sunfeast-wonderz-milk	(from https://itcstore.in/account/login)
13:35:51	67/67	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:05:53%20GMT	https://itcstore.in/pages/fabelle-cakes-desserts	C:/My%20Web%20Sites/ITC/itcstore.in/pages/fabelle-cakes-desserts	(from https://itcstore.in/account/login)
13:35:52	375675/375675	---MCZ	200	added ('OK')	text/html	etag:cacheable:c345b82d8b6217cfa6dbb012311abca1	https://itcstore.in/collections/foods/india-products	C:/My%20Web%20Sites/ITC/itcstore.in/collections/foods/india-products.html	(from https://itcstore.in/collections/foods)
13:35:53	67842/67842	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:3a53542de2b2e23d202be7d99a9cd2cd	https://itcstore.in/collections/foods.atom	C:/My%20Web%20Sites/ITC/itcstore.in/collections/foods.atom	(from https://itcstore.in/collections/foods)
13:35:54	375558/375558	---MCZ	200	added ('OK')	text/html	etag:cacheable:ba30a0f7461db168317ec567f715a620	https://itcstore.in/collections/foods?page=2	C:/My%20Web%20Sites/ITC/itcstore.in/collections/foods4658.html	(from https://itcstore.in/collections/foods)
13:35:55	888887/888887	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:284db3058440edf9ac6a47c30ebd58c6	https://itcstore.in/collections/foods.oembed	C:/My%20Web%20Sites/ITC/itcstore.in/collections/foods.oembed	(from https://itcstore.in/collections/foods)
13:35:56	352528/352528	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:e143f4dde0756b49506da12920d8aa4c	https://itcstore.in/collections/POST	C:/My%20Web%20Sites/ITC/itcstore.in/collections/POST	(from https://itcstore.in/collections/foods)
13:35:56	145051/145051	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Aug%202021%2011:02:46%20GMT	https://cdn.shopify.com/s/files/1/0173/7644/4470/files/2020_Sept_eStore_CurWeb_Sunfeast_yiPPee_magic_masala_Banner01.jpg?v=1604909402	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/files/2020_Sept_eStore_CurWeb_Sunfeast_yiPPee_magic_masala_Banner01af5e.jpg	(from https://itcstore.in/collections/foods)
13:35:56	47655/47655	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Jul%202021%2009:17:14%20GMT	https://cdn.shopify.com/s/files/1/0173/7644/4470/files/2020_Sept_eStore_CurWeb_Sunfeast_yiPPee_magic_masala_Banner01_Mobile.jpg?v=1604911311	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/files/2020_Sept_eStore_CurWeb_Sunfeast_yiPPee_magic_masala_Banner01_Mobiled4e1.jpg	(from https://itcstore.in/collections/foods)
13:35:57	375659/375659	---MCZ	200	added ('OK')	text/html	etag:cacheable:b4b9f6c945fc96cfc83336259a5dbd9c	https://itcstore.in/collections/foods?page=3	C:/My%20Web%20Sites/ITC/itcstore.in/collections/foods9ba9.html	(from https://itcstore.in/collections/foods)
13:35:58	375352/375352	---MCZ	200	added ('OK')	text/html	etag:cacheable:876532e89efd80679ab5380b995a965a	https://itcstore.in/collections/foods?page=272	C:/My%20Web%20Sites/ITC/itcstore.in/collections/foodsae40.html	(from https://itcstore.in/collections/foods)
13:35:58	92/92	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:06:00%20GMT	https://itcstore.in/pages/sunfeast-wonderz-milk	C:/My%20Web%20Sites/ITC/itcstore.in/pages/sunfeast-wonderz-milk	(from https://itcstore.in/collections/foods)
13:35:59	67/67	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:06:01%20GMT	https://itcstore.in/pages/fabelle-cakes-desserts	C:/My%20Web%20Sites/ITC/itcstore.in/pages/fabelle-cakes-desserts	(from https://itcstore.in/collections/foods)
13:36:00	92/92	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:06:02%20GMT	https://itcstore.in/pages/sunfeast-wonderz-milk	C:/My%20Web%20Sites/ITC/itcstore.in/pages/sunfeast-wonderz-milk	(from https://itcstore.in/collections/foods)
13:36:00	67/67	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Sep%202021%2008:06:02%20GMT	https://itcstore.in/pages/fabelle-cakes-desserts	C:/My%20Web%20Sites/ITC/itcstore.in/pages/fabelle-cakes-desserts	(from https://itcstore.in/collections/foods)
13:36:01	69743/69743	---M-Z	200	added ('OK')	text/css	date:Fri,%2013%20Aug%202021%2012:09:58%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-filter.scss.css?v=13436232781537001407	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-filter.scss42c9.css	(from https://itcstore.in/collections/foods)
13:36:01	2163/2163	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Aug%202021%2008:29:59%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-search.js?v=6946516412521564876	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-search9aa5.js	(from https://itcstore.in/collections/foods)
13:36:02	350/350	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Aug%202021%2008:29:55%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-filter-init.js?v=14211005573704159095	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-filter-inita755.js	(from https://itcstore.in/collections/foods)
13:36:03	29743/29743	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Aug%202021%2008:29:58%20GMT	http://cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-filter.js?v=13390304261546883160	C:/My%20Web%20Sites/ITC/cdn.shopify.com/s/files/1/0173/7644/4470/t/173/assets/bc-sf-filterb86b.js	(from https://itcstore.in/collections/foods)
13:36:06	372449/372449	---MCZ	200	added ('OK')	text/html	etag:cacheable:8c4388b932ab536ab38e5c4e126f188c	https://itcstore.in/collections/sunfeast-biscuits-cakes/india-products	C:/My%20Web%20Sites/ITC/itcstore.in/collections/sunfeast-biscuits-cakes/india-products.html	(from https://itcstore.in/collections/sunfeast-biscuits-cakes)
13:36:07	62146/62146	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:8446d7ca765c3121841b9aee520208c5	https://itcstore.in/collections/sunfeast-biscuits-cakes.atom	C:/My%20Web%20Sites/ITC/itcstore.in/collections/sunfeast-biscuits-cakes.atom	(from https://itcstore.in/collections/sunfeast-biscuits-cakes)
13:36:11	372182/372182	---MCZ	200	added ('OK')	text/html	etag:cacheable:e3eab58451764336c749bd960e19d8e6	https://itcstore.in/collections/sunfeast-biscuits-cakes?page=2	C:/My%20Web%20Sites/ITC/itcstore.in/collections/sunfeast-biscuits-cakes4658.html	(from https://itcstore.in/collections/sunfeast-biscuits-cakes)
